name,address,city,state,zip,latitude,longitude,geocodeStatus,metro
"FASTSIGNS of Miami Lakes, FL","15925 NW 57th Ave Miami Lakes, FL 33014 USA",Miami Lakes,FL,33014,,,failed,
"FASTSIGNS of Miami, FL - Airport Area","8355 NW 36th St Doral, FL 33166 USA",Doral,FL,33166,25.809856603207,-80.334098220843,ok,miami_dade
"FASTSIGNS of Miami, FL - Kendall","12942 SW 120th St Miami, FL 33186 USA",Miami,FL,33186,25.656574695848,-80.405071055958,ok,miami_dade
"FASTSIGNS of Miami, FL - South","8227 S Dixie Hwy Miami, FL 33143 USA",Miami,FL,33143,,,failed,
"FASTSIGNS of Naples, FL","2650 Airport Road South, Suite A Naples, FL 34112 USA","South, Suite A Naples",FL,34112,26.144536690415,-81.76760203427,ok,
"FASTSIGNS of New Tampa-Wesley Chapel, FL","19651 Bruce B Downs Blvd, Ste C1 Tampa, FL 33647-2479 USA",Tampa,FL,33647,28.15205720254,-82.353213565514,ok,
"FASTSIGNS of North Miami Beach, FL","15405 W Dixie Hwy North Miami Beach, FL 33181 USA",North Miami Beach,FL,33181,25.917310012358,-80.160854549643,ok,miami_dade
"FASTSIGNS of North Orlando, FL - Lee Road","5135 Adanson St Orlando, FL 32804 USA",Orlando,FL,32804,28.603562090563,-81.393447624726,ok,
"FASTSIGNS of North Port, FL","12763 Tamiami Trl S North Port, FL 34287 USA",North Port,FL,34287,,,failed,
"FASTSIGNS of Ocala, FL","2370 SW College Rd., Suite 103 Ocala, FL 34471 USA",Ocala,FL,34471,,,failed,
"FASTSIGNS of Oldsmar, FL","3898 Tampa Rd Oldsmar, FL 34677 USA",Oldsmar,FL,34677,28.040675366469,-82.669386131823,ok,
"FASTSIGNS of Orlando, FL - Central","4835 E Colonial Dr. Orlando, FL 32803 USA",Orlando,FL,32803,28.553473354396,-81.32600416149,ok,
"FASTSIGNS of Orlando, FL - Downtown - Southside","326 E Michigan St Orlando, FL 32806 USA",Orlando,FL,32806,28.512878983678,-81.373554008059,ok,
FASTSIGNS of Orlando-South/Convention Center,"9900 Universal Blvd, Ste 114 Orlando, FL 32819-8716 USA",Orlando,FL,32819,28.428744683566,-81.443991722116,ok,
"FASTSIGNS of Oviedo, FL","2200 Winter Springs Blvd, Ste 118 Oviedo, FL 32765-9475 USA",Oviedo,FL,32765,28.668131673688,-81.226439897483,ok,
"FASTSIGNS of Palm Beach Gardens, FL","8360 Currency Dr., Suite 4 West Palm Beach, FL 33404 USA",West Palm Beach,FL,33404,26.79897004017,-80.092558895519,ok,
"FASTSIGNS of Palm Harbor, FL","35863 US Highway 19 N Palm Harbor, FL 34684 USA",19 N Palm Harbor,FL,34684,28.097956858787,-82.739621061361,ok,
"FASTSIGNS of Pembroke Pines, FL","9909 Pines Blvd. Pembroke Pines, FL 33024 USA",Pembroke Pines,FL,33024,26.008459551707,-80.276915125702,ok,miami_dade
"FASTSIGNS of Pensacola, FL","6060 Tippin Ave. Pensacola, FL 32504 USA",Pensacola,FL,32504,30.484747626627,-87.196870671903,ok,
"FASTSIGNS of Pompano Beach, FL","3151 W Atlantic Blvd Pompano Beach, FL 33069 USA",Pompano Beach,FL,33069,26.232002119625,-80.169905072499,ok,
"FASTSIGNS of Port Richey, FL","6484 Ridge Rd Port Richey, FL 34668-6748 USA",Port Richey,FL,34668,28.280556458638,-82.707426580192,ok,
"FASTSIGNS of Port St. Lucie, FL","10000 S US Hwy 1 Port St. Lucie, FL 34952 USA",Lucie,FL,34952,27.281983929616,-80.29448640185,ok,
"FASTSIGNS of Riverview, FL","11120 HWY 41 S. Gibsonton, FL 33534 USA",41 S. Gibsonton,FL,33534,27.840961854545,-82.381615410485,ok,
"FASTSIGNS of Saint Petersburg, FL","408 33rd Ave N, Ste A Saint Petersburg, FL 33704-1384 USA",Saint Petersburg,FL,33704,27.80208057207,-82.6388190547,ok,
"FASTSIGNS of Saint Petersburg, FL - Park Street","4058 Park Street Saint Petersburg, FL 33709 USA",Saint Petersburg,FL,33709,27.808879942047,-82.75389011646,ok,
"FASTSIGNS of Sanford, FL - Lake Mary","1265 Upsala Rd, Ste 1133 Sanford, FL 32771 USA",Sanford,FL,32771,28.810014886438,-81.322667009423,ok,
"FASTSIGNS of Sarasota, FL","3050 N Washington Blvd Sarasota, FL 34234 USA",Sarasota,FL,34234,27.363216829025,-82.530533405894,ok,
"FASTSIGNS of Spring Hill, FL","5164 Mariner Blvd Spring Hill, FL 34609-1802 USA",Spring Hill,FL,34609,28.502810943518,-82.524101311454,ok,
"FASTSIGNS of St. Augustine, FL","2303 N Ponce de Leon Blvd, Ste A Saint Augustine, FL 32084-2606 USA",Saint Augustine,FL,32084,29.9138338193,-81.323713056735,ok,
"FASTSIGNS of Tallahassee, FL","5025 W Tharpe St Tallahassee, FL 32303 USA",Tallahassee,FL,32303,30.463196149565,-84.361686424936,ok,
"FASTSIGNS of Tamarac / Sunrise, FL","10131 W Commercial Blvd Sunrise, FL 33351-4327 USA",Sunrise,FL,33351,26.193875758874,-80.285842301359,ok,
"FASTSIGNS of Tampa, FL - Carrollwood","14618 N Dale Mabry Hwy Tampa, FL 33618 USA",Tampa,FL,33618,28.080942115227,-82.506805591472,ok,
"FASTSIGNS of Tampa, FL - South","3901 W Kennedy Blvd Tampa, FL 33609 USA",Tampa,FL,33609,27.944872408164,-82.507903120868,ok,
"FASTSIGNS of Tampa, FL - Temple Terrace/USF","10770 N. 46th Street, Suite C-900 Tampa, FL 33617 USA",Tampa,FL,33617,28.046692104708,-82.409965527808,ok,
"FASTSIGNS of Vero Beach, FL","1925 14th Ave Vero Beach, FL 32960 USA",Vero Beach,FL,32960,27.637043432973,-80.399464861117,ok,
"FASTSIGNS of West Orlando, FL","7154 W Colonial Dr Orlando, FL 32818 USA",Orlando,FL,32818,28.551873311358,-81.478536855497,ok,
"FASTSIGNS of West Palm Beach, FL","4275 Okeechobee Blvd, Ste H West Palm Beach, FL 33409 USA",West Palm Beach,FL,33409,26.706919452633,-80.107438409809,ok,
"FASTSIGNS of Weston, FL","1649 Bonaventure Blvd Weston, FL 33326 USA",Weston,FL,33326,26.099237900134,-80.377513058272,ok,
"FASTSIGNS of Winter Haven, FL Coming Soon","Winter Haven, FL 33839 USA",Winter Haven,FL,33839,,,failed,
"FASTSIGNS of Lawrenceville, GA","248 East Crogan Street, Building 50, Suite 5 Lawrenceville, GA 30046 USA","Building 50, Suite 5 Lawrenceville",GA,30046,33.958413296061,-83.97466219498,ok,
"FASTSIGNS of Athens, GA","2565 Atlanta Hwy Athens, GA 30606 USA",Athens,GA,30606,33.946449660754,-83.425715379275,ok,
"FASTSIGNS of Atlanta, GA - Buckhead","3131 E Shadowlawn Ave NE Atlanta, GA 30305 USA",Atlanta,GA,30305,33.840689791408,-84.374031927753,ok,
"FASTSIGNS of Atlanta, GA - Downtown","141 North Avenue, NE Atlanta, GA 30308 USA",NE Atlanta,GA,30308,33.771228569705,-84.382844224837,ok,
"FASTSIGNS of Atlanta, GA - Downtown-Central Business District","87 Walton St NW Atlanta, GA 30303 USA",Atlanta,GA,30303,33.756920756178,-84.391207174083,ok,
"FASTSIGNS of Atlanta, GA - South Buckhead","528 Plasters Ave Atlanta, GA 30324 USA",Atlanta,GA,30324,33.812040817464,-84.370915834969,ok,
"FASTSIGNS of Augusta, GA","1206 Greene St Augusta, GA 30901 USA",Augusta,GA,30901,33.4776621708,-81.979490546271,ok,
"FASTSIGNS of Buford - Suwanee, GA","1961 Buford Hwy NE, Ste A/B Buford, GA 30518 USA",Ste A/B Buford,GA,30518,34.106763208435,-84.002314349706,ok,
"FASTSIGNS of Canton, GA","1750 Marietta Hwy, Ste 180 Canton, GA 30114 USA",Canton,GA,30114,,,failed,
"FASTSIGNS of Conyers, GA","875 Flat Shoals Rd SE, Suite 160 Conyers, GA 30094 USA",Conyers,GA,30094,33.642628891616,-84.016169807861,ok,
"FASTSIGNS of Cumming, GA","907 Buford Rd, Ste 700 Cumming, GA 30041 USA",Cumming,GA,30041,34.179167716124,-84.132946709037,ok,
"FASTSIGNS of Douglasville, GA","7421 Douglas Blvd, Ste E Douglasville, GA 30135-1564 USA",Douglasville,GA,30135,33.728190889757,-84.755141582268,ok,
"FASTSIGNS of Duluth - Suwanee, GA","2148 Duluth Hwy, Ste 107 Duluth, GA 30097 USA",Duluth,GA,30097,33.977653441383,-84.094141673517,ok,
FASTSIGNS of Gainesville North Georgia,"235 Pearl Nix Pkwy, Ste 1-A Gainesville, GA 30501 USA",Gainesville,GA,30501,,,failed,
"FASTSIGNS of Johns Creek, GA","10900 Medlock Bridge Rd, Ste 302 Johns Creek, GA 30097-1505 USA",Johns Creek,GA,30097,34.04326697708,-84.181853678291,ok,
"FASTSIGNS of Kennesaw, GA","501 Roberts Ct NW, #7 Kennesaw, GA 30144 USA",Kennesaw,GA,30144,34.009006226254,-84.564676359333,ok,
"FASTSIGNS of Macon, GA","2356 Pio Nono Ave. Macon, GA 31206 USA",Macon,GA,31206,32.817855952819,-83.662723983849,ok,
"FASTSIGNS of Marietta, GA","2121 Newmarket Parkway SE, Suite 122 Marietta, GA 30067 USA",Marietta,GA,30067,33.920399874918,-84.493593878776,ok,
"FASTSIGNS of Newnan, GA","2710 East Highway 34, Ste D Newnan, GA 30265 USA","34, Ste D Newnan",GA,30265,33.408461143547,-84.683454620558,ok,
"FASTSIGNS of Norcross, GA","6760 Jimmy Carter Blvd, Ste 135 Norcross, GA 30071 USA",Norcross,GA,30071,33.938723839964,-84.236018811273,ok,
"FASTSIGNS of Roswell, GA","11660 Alpharetta Hwy, Ste 355 Roswell, GA 30076 USA",Roswell,GA,30076,34.064519529556,-84.321541645847,ok,
"FASTSIGNS of Sandy Springs, GA","220 Hammond Dr NE, Ste 304 Sandy Springs, GA 30328-5009 USA",Sandy Springs,GA,30328,33.919055724071,-84.381853920556,ok,
"FASTSIGNS of Savannah, GA","11136A Abercorn St Savannah, GA 31419 USA",Savannah,GA,31419,,,failed,
"FASTSIGNS of Savannah, GA - Pooler","1215 East US Highway 80, Suite 800 Savannah, GA 31322 USA","80, Suite 800 Savannah",GA,31322,32.103107134124,-81.224997747302,ok,
"FASTSIGNS of Snellville, GA","2180 Scenic Hwy N Snellville, GA 30078 USA",Snellville,GA,30078,33.861366175219,-84.018282814398,ok,
"FASTSIGNS of Tucker, GA - Northlake","4135 LaVista Rd, Ste 300 Tucker, GA 30084 USA",Tucker,GA,30084,33.846365008927,-84.249592305746,ok,
"FASTSIGNS of Union City, GA","3920 Jonesboro Road, Suite 200 Union City, GA 30291 USA",Union City,GA,30291,,,failed,
"FASTSIGNS of Boise, ID","4082 Chinden Blvd Garden City, ID 83714 USA",Garden City,ID,83714,43.629816264882,-116.249258989088,ok,
"FASTSIGNS of Coeur d'Alene, ID Coming Soon","Coeur d'Alene, ID 83814 USA",Coeur d'Alene,ID,83814,,,failed,
"FASTSIGNS of Idaho Falls, ID","370 E Elva St Idaho Falls, ID 83401 USA",Idaho Falls,ID,83401,43.503988458342,-112.027113208169,ok,
FASTSIGNS of Lewiston ID,"826 21st St Lewiston, ID 83501 USA",Lewiston,ID,83501,46.412211592293,-117.00200449608,ok,
"FASTSIGNS of Addison, IL","520 W Lake St, Unit E Addison, IL 60101 USA",Addison,IL,60101,41.928769414884,-87.976716102184,ok,chicago
"FASTSIGNS of Arlington Heights, IL","1814 N Arlington Heights Rd Arlington Heights, IL 60004 USA",Arlington Heights,IL,60004,42.108495683868,-87.98051365948,ok,
"FASTSIGNS of Bloomington, IL","2908 Gill St, Unit 1 Bloomington, IL 61704 USA",Bloomington,IL,61704,40.50090475247,-88.928683647689,ok,
"FASTSIGNS of Carpentersville, IL","188 S Western Ave Carpentersville, IL 60110 USA",Carpentersville,IL,60110,42.105022424519,-88.291088806769,ok,
"FASTSIGNS of Champaign, IL","313 N Mattis, Ste 114 Champaign, IL 61821 USA","313 N Mattis, Ste 114 Champaign",IL,61821,40.119371936924,-88.276965153285,ok,
FASTSIGNS of Chicago IL - South Loop,"1315 S Michigan Ave Chicago, IL 60605 USA",Chicago,IL,60605,41.865357057887,-87.623947338673,ok,chicago
"FASTSIGNS of Chicago, IL - Lincoln Park/Bucktown","1820 W Webster Ave Chicago, IL 60614 USA",Chicago,IL,60614,41.921519582897,-87.673620693609,ok,chicago
"FASTSIGNS of Chicago, IL - Magnificent Mile","447 E Ohio St Chicago, IL 60611 USA",Chicago,IL,60611,41.892599308433,-87.616812621628,ok,chicago
"FASTSIGNS of Chicago, IL - O'Hare","5517 N. Cumberland Avenue, Suite 913 Chicago, IL 60656 USA",Chicago,IL,60656,41.980040965734,-87.836497104336,ok,chicago
"FASTSIGNS of Chicago, IL - United Center Park","229 N. Damen Avenue Chicago, IL 60612 USA",Chicago,IL,60612,41.885595913842,-87.676682890313,ok,chicago
"FASTSIGNS of Chicago, IL - West Loop","901 W. Jackson Blvd, Suite 101 Chicago, IL 60607 USA",Chicago,IL,60607,41.877852851833,-87.649658195873,ok,chicago
"FASTSIGNS of Crystal Lake, IL","580 E Terra Cotta Ave, Ste A Crystal Lake, IL 60014 USA",Crystal Lake,IL,60014,42.24863241685,-88.298829889377,ok,
"FASTSIGNS of Downers Grove, IL","408 75th St Downers Grove, IL 60516-4454 USA",Downers Grove,IL,60516,41.751720174844,-87.997090972329,ok,chicago
"FASTSIGNS of Elk Grove Village, IL","886 Cambridge Dr Elk Grove Vlllage, IL 60007 USA",Elk Grove Vlllage,IL,60007,42.011949114195,-87.956297834657,ok,chicago
"FASTSIGNS of Geneva, IL","1115 Randall Ct Geneva, IL 60134 USA",Geneva,IL,60134,41.875862759119,-88.341575567097,ok,
"FASTSIGNS of Glen Carbon - Edwardsville, IL","4215 IL-159, Route 159 Glen Carbon, IL 62034 USA","4215 IL-159, Route 159 Glen Carbon",IL,62034,38.771805480085,-89.956683425243,ok,
"FASTSIGNS of Gurnee, IL","3420 Grand Ave Waukegan, IL 60085 USA",Waukegan,IL,60085,42.370570483756,-87.885722929652,ok,
"FASTSIGNS of Kankakee, IL","601 N Fifth Ave, Ste A Kankakee, IL 60901 USA",Kankakee,IL,60901,41.126781715763,-87.871557953598,ok,
"FASTSIGNS of Libertyville, IL","1350 S Milwaukee Ave Libertyville, IL 60048 USA",Libertyville,IL,60048,42.261478707397,-87.948614440864,ok,
"FASTSIGNS of Lincolnwood, IL","3514 W Devon Ave Lincolnwood, IL 60712 USA",Lincolnwood,IL,60712,41.997343426547,-87.716969138069,ok,chicago
"FASTSIGNS of Morton Grove, IL","7911 Golf Rd Morton Grove, IL 60053 USA",Morton Grove,IL,60053,42.054878672632,-87.822936707365,ok,chicago
"FASTSIGNS of Naperville, IL","1552 N AURORA RD , STE 102 Naperville, IL 60563-8744 USA",Naperville,IL,60563,41.779634735393,-88.1861929278,ok,
"FASTSIGNS of Northbrook, IL","3065 Dundee Rd Northbrook, IL 60062 USA",Northbrook,IL,60062,42.13830812415,-87.854997068921,ok,
"FASTSIGNS of Oakbrook Terrace, IL","17W608 14th St Oakbrook Terrace, IL 60181-3717 USA",Terrace,IL,60181,41.85702922061,-87.973437461505,ok,chicago
"FASTSIGNS of Peoria, IL","2430 N Main St East Peoria, IL 61611 USA",East Peoria,IL,61611,40.692427929984,-89.542633129565,ok,
"FASTSIGNS of Rockford, IL","7310 Walton St, Ste C Rockford, IL 61108-4614 USA",Rockford,IL,61108,42.268927452316,-88.972902611679,ok,
"FASTSIGNS of Schaumburg, IL","1084 National Parkway Schaumburg, IL 60173 USA",Schaumburg,IL,60173,,,failed,
"FASTSIGNS of Skokie, IL","3437 Dempster St Skokie, IL 60076-2441 USA",Skokie,IL,60076,42.040818596241,-87.714673533285,ok,chicago
"FASTSIGNS of Springfield, IL","2112 S MacArthur Blvd, Ste A Springfield, IL 62704-4552 USA",Springfield,IL,62704,39.776806608999,-89.668153183275,ok,
"FASTSIGNS of Tinley Park, IL","7038 W 183rd St. Tinley Park, IL 60477 USA",Tinley Park,IL,60477,41.558660294768,-87.789831246099,ok,
"FASTSIGNS of Downtown Indianapolis, IN","74 West New York Street, # 110 Indianapolis, IN 46204 USA",Indianapolis,IN,46204,39.771404482101,-86.159477945212,ok,
"FASTSIGNS of Bloomington, IN","2454 S Walnut St Bloomington, IN 47401-7735 USA",Bloomington,IN,47401,39.136692169595,-86.5308917276,ok,
"FASTSIGNS of Columbus, IN","1307 12th St Columbus, IN 47201 USA",Columbus,IN,47201,39.210523239292,-85.910546819669,ok,
"FASTSIGNS of Evansville, IN","815 John Street, Suite 130 Evansville, IN 47713 USA",Evansville,IN,47713,37.976281215703,-87.55276980274,ok,
"FASTSIGNS of Fort Wayne, IN","3014 N Clinton St Fort Wayne, IN 46805 USA",Fort Wayne,IN,46805,41.103212344314,-85.138259546191,ok,
"FASTSIGNS of Fort Wayne, IN - South","6646 W. Jefferson Blvd Fort Wayne, IN 46804 USA",Fort Wayne,IN,46804,41.054242520463,-85.228075410709,ok,
"FASTSIGNS of Greenwood, IN","1280 US Highway 31 N Greenwood, IN 46142 USA",31 N Greenwood,IN,46142,39.600147325649,-86.105370989792,ok,
"FASTSIGNS of Indianapolis, IN - East","9433 E Washington St Indianapolis, IN 46229 USA",Indianapolis,IN,46229,39.774309947279,-86.000855284894,ok,
"FASTSIGNS of Indianapolis, IN - Northeast","9668 Allisonville Rd Indianapolis, IN 46250 USA",Indianapolis,IN,46250,39.928102345077,-86.064813392623,ok,
"FASTSIGNS of Indianapolis, IN - Northwest","3702 W 86th St, Ste B Indianapolis, IN 46268-1903 USA",Indianapolis,IN,46268,39.911703234241,-86.224901389967,ok,
"FASTSIGNS of Jeffersonville - Clarksville, IN","215 Quartermaster Ct Jeffersonville, IN 47130-3669 USA",Jeffersonville,IN,47130,38.283245821982,-85.739915967405,ok,
"FASTSIGNS of Clive, IA","1791 Northwest 86th St Clive, IA 50325 USA",Clive,IA,50325,41.607923178864,-93.736255491785,ok,
"FASTSIGNS of Council Bluffs, IA","20 Power Drive, Suite 4 Council Bluffs, IA 51501 USA",Council Bluffs,IA,51501,41.223864721928,-95.845545348229,ok,
"FASTSIGNS of Sioux City, IA","312 West 28th Street Sioux City, IA 51104 USA",Sioux City,IA,51104,42.51872945647,-96.417810557574,ok,
FASTSIGNS of Blue Valley,"16012 Metcalf Ave, Suite 100 Overland Park, KS 66085 USA",Overland Park,KS,66085,38.837984458725,-94.667797367861,ok,
"FASTSIGNS of Lawrence, KS","1830 W 6th Street Lawrence, KS 66044 USA",Lawrence,KS,66044,38.973218372888,-95.256192808834,ok,
"FASTSIGNS of Olathe, KS","905 E Park St Olathe, KS 66061 USA",Olathe,KS,66061,38.881987770729,-94.803970461742,ok,
"FASTSIGNS of Overland Park, KS","8844 W 95th St Overland Park, KS 66212 USA",Overland Park,KS,66212,38.956725455813,-94.687938241238,ok,
"FASTSIGNS of Topeka, KS","5999 SW 22nd Park St Topeka, KS 66614 USA",Topeka,KS,66614,39.026121780186,-95.762183344111,ok,
"FASTSIGNS of Wichita, KS - East","150 S Rock Rd Wichita, KS 67207 USA",Wichita,KS,67207,37.685869880333,-97.24441228065,ok,
"FASTSIGNS of Wichita, KS - West","232 S West St Wichita, KS 67213 USA",Wichita,KS,67213,37.681523866149,-97.389341667203,ok,
"FASTSIGNS of Ashland, KY","1613 Greenup Ave Ashland, KY 41101-7615 USA",Ashland,KY,41101,38.479590992678,-82.638529485618,ok,
"FASTSIGNS of Bowling Green, KY","1527 US 31W Bypass Bowling Green, KY 42101 USA",1527 US 31W Bypass Bowling Green,KY,42101,36.980643447468,-86.446364876108,ok,
"FASTSIGNS of Lexington, KY","3080 Richmond Rd., Suite 110 Lexington, KY 40509 USA",Lexington,KY,40509,38.003511427565,-84.448569138945,ok,
"FASTSIGNS of Louisville, KY","4604 Shepherdsville Rd Louisville, KY 40218 USA",Louisville,KY,40218,38.18340449626,-85.659678974596,ok,
"FASTSIGNS of Louisville, KY - Downtown","600 E Main St, Ste 102 Louisville, KY 40202-1011 USA",Louisville,KY,40202,38.25494119246,-85.741758188059,ok,
"FASTSIGNS of Louisville, KY - Lyndon","812 Lyndon Lane, Suite 106 Lyndon, KY 40222 USA",Lyndon,KY,40222,38.263442583274,-85.608349041924,ok,
FASTSIGNS of Northern Kentucky - Florence,"8605 Haines Drive Florence, KY 41042 USA",Florence,KY,41042,38.973403425414,-84.664546345904,ok,
"FASTSIGNS of Baton Rouge, LA - North","8350 Florida Blvd, Ste A-1 Baton Rouge, LA 70806 USA",Baton Rouge,LA,70806,30.451942319805,-91.101335350911,ok,
"FASTSIGNS of Baton Rouge, LA - South","11135 Industriplex Boulevard, Suite 800 Baton Rouge, LA 70809 USA",Baton Rouge,LA,70809,,,failed,
"FASTSIGNS of Gonzales, LA","610 N Burnside Ave Gonzales, LA 70737 USA",Gonzales,LA,70737,30.236410038912,-90.920648355639,ok,
"FASTSIGNS of Lafayette, LA","5421 Johnston St, Ste B Lafayette, LA 70503 USA",Lafayette,LA,70503,30.181083538912,-92.071455977358,ok,
"FASTSIGNS of Lake Charles, LA","1721 W Sale Rd, Ste B Lake Charles, LA 70605-2521 USA",Lake Charles,LA,70605,30.183422751361,-93.248404079388,ok,
"FASTSIGNS of Metairie, LA","6601 Veterans Memorial Blvd Metairie, LA 70003 USA",Metairie,LA,70003,30.004953875149,-90.212271975985,ok,
"FASTSIGNS of Metairie, LA - Lakeside","3508 21st St Metairie, LA 70002 USA",Metairie,LA,70002,30.006006873202,-90.159577661287,ok,
"FASTSIGNS of New Orleans, LA Downtown","5347 Tchoupitoulas St. New Orleans, LA 70115 USA",New Orleans,LA,70115,29.916537891202,-90.114542084642,ok,
"FASTSIGNS of Shreveport, LA - Bossier","1914 E 70th St, Ste A Shreveport, LA 71105 USA",Shreveport,LA,71105,32.443740247676,-93.709825065129,ok,
"FASTSIGNS of St. Charles, LA","13413 Highway 90 Boutte, LA 70039-3007 USA",90 Boutte,LA,70039,29.901550126343,-90.385965589913,ok,
"FASTSIGNS of Annapolis, MD","1812 Margaret Ave Annapolis, MD 21401-4108 USA",Annapolis,MD,21401,38.976857386133,-76.52238414758,ok,
"FASTSIGNS of Arbutus, MD - Baltimore","1589 Sulphur Spring Rd, Ste 107 Baltimore, MD 21227 USA",Baltimore,MD,21227,39.248643322652,-76.686183748494,ok,
"FASTSIGNS of Bethesda, MD","3 Bethesda Metro Center, Suite B002 Bethesda, MD 20814 USA","3 Bethesda Metro Center, Suite B002 Bethesda",MD,20814,38.984135081904,-77.094469642621,ok,
"FASTSIGNS of Columbia, MD","6935 Oakland Mills Rd, Suite K Columbia, MD 21045 USA",Columbia,MD,21045,39.180879418245,-76.82790749594,ok,
"FASTSIGNS of Downtown Baltimore, MD","312 W Lombard St Baltimore, MD 21201 USA",Baltimore,MD,21201,39.287640177222,-76.619646663675,ok,
"FASTSIGNS of Dundalk, MD","4950 North Point Blvd Baltimore, MD 21219 USA",Baltimore,MD,21219,39.241524486091,-76.455321440254,ok,
"FASTSIGNS of Frederick, MD","2190 Old Farm Drive, Unit E Frederick, MD 21702 USA",Frederick,MD,21702,39.443227970399,-77.437046899198,ok,
"FASTSIGNS of Laurel, MD","14300 Cherry Lane Court, Suite 212 Laurel, MD 20707 USA",Laurel,MD,20707,39.087482580333,-76.855829554614,ok,
"FASTSIGNS of Odenton, MD","1701 Midway Rd Odenton, MD 21113 USA",Odenton,MD,21113,39.108283499037,-76.692833571494,ok,
"FASTSIGNS of Owings Mills, MD","1 Easter Ct, Suite AB Owings Mills, MD 21117 USA",Owings Mills,MD,21117,39.420511891248,-76.808076492251,ok,
"FASTSIGNS of Rockville, MD","1211 Taft Street Rockville, MD 20850 USA",Rockville,MD,20850,39.093627987546,-77.134099671297,ok,
"FASTSIGNS of Timonium, MD","1518 York Rd Timonium, MD 21093 USA",Timonium,MD,21093,39.421606832513,-76.61730635511,ok,
"FASTSIGNS of White Marsh-Joppa, MD","413 Pulaski Hwy Joppa, MD 21085-3610 USA",Joppa,MD,21085,39.425673342637,-76.36776096755,ok,
"FASTSIGNS of Hanover, MA","1271 Washington Street, Unit #4 Hanover, MA 02339 USA",Unit #4 Hanover,MA,02339,42.139863060742,-70.84267224507,ok,
"FASTSIGNS of Needham, MA","15 Kearney Rd Needham, MA 02494 USA",Needham,MA,02494,42.306211339645,-71.227730563405,ok,boston
"FASTSIGNS of Quincy, MA","70 Quincy Ave Quincy, MA 02169-6714 USA",Quincy,MA,02169,42.243992602898,-70.997831780349,ok,boston
"FASTSIGNS of Seekonk, MA","150 Highland Ave, Unit 3 Seekonk, MA 02771 USA",Seekonk,MA,02771,41.804391893949,-71.33922594487,ok,
"FASTSIGNS of Waltham, MA","922 Main St. Waltham, MA 02451 USA",Waltham,MA,02451,42.376232170221,-71.248131096291,ok,boston
"FASTSIGNS of Woburn, MA","155A New Boston St Woburn, MA 01801 USA",Woburn,MA,01801,42.509604029033,-71.143882108952,ok,
"FASTSIGNS of Worcester, MA","120 Stafford St Worcester, MA 01603 USA",Worcester,MA,01603,,,failed,
"FASTSIGNS of Ann Arbor, MI","830 Phoenix Drive Ann Arbor, MI 48108 USA",Ann Arbor,MI,48108,42.231026886753,-83.726786057937,ok,
"FASTSIGNS of Auburn Hills, MI","3957 Baldwin Rd Auburn Hills, MI 48326-1220 USA",Auburn Hills,MI,48326,,,failed,
"FASTSIGNS of Birmingham, MI","33322 Woodward Ave Birmingham, MI 48009 USA",Birmingham,MI,48009,42.534070873169,-83.201538753223,ok,
"FASTSIGNS of Brighton, MI","533 W Grand River Ave Brighton, MI 48116-1143 USA",Brighton,MI,48116,42.533674463809,-83.782681517016,ok,
"FASTSIGNS of Detroit, MI - Downtown","2431 4th St Detroit, MI 48201 USA",Detroit,MI,48201,42.336526784992,-83.061768559385,ok,
"FASTSIGNS of Grand Rapids, MI","3582 29th St SE, Ste 101 Grand Rapids, MI 49512 USA",Grand Rapids,MI,49512,42.909159182426,-85.579168299903,ok,
"FASTSIGNS of Kalamazoo, MI","403 Balch St Kalamazoo, MI 49001 USA",Kalamazoo,MI,49001,42.276030670617,-85.587366614936,ok,
"FASTSIGNS of Lansing, MI","406 E. Elm St Lansing, MI 48921 USA",Lansing,MI,48921,42.721833926174,-84.546879878629,ok,
"FASTSIGNS of Lincoln Park, MI","3962 Dix Highway Lincoln Park, MI 48146 USA",Lincoln Park,MI,48146,42.226464656093,-83.194466070981,ok,
"FASTSIGNS of Livonia, MI","11918 Farmington Rd Livonia, MI 48150 USA",Livonia,MI,48150,42.371401663339,-83.372244392581,ok,
"FASTSIGNS of Monroe, MI","15521 S Dixie Hwy Monroe, MI 48161 USA",Monroe,MI,48161,41.903423467407,-83.408761031643,ok,
"FASTSIGNS of Rochester Hills, MI","2232 Crooks Road Rochester Hills, MI 48309 USA",Rochester Hills,MI,48309,42.64871983177,-83.17118736923,ok,
"FASTSIGNS of Southfield, MI","22554 Telegraph Rd Southfield, MI 48033-4107 USA",Southfield,MI,48033,42.456105324838,-83.278169149896,ok,
"FASTSIGNS of Sterling Heights, MI","38120 Van Dyke Ave. Sterling Heights, MI 48312 USA",Heights,MI,48312,42.573829355399,-83.02979839307,ok,
"FASTSIGNS of Traverse City, MI","1420 Trade Centre Dr Traverse City, MI 49696 USA",Traverse City,MI,49696,44.713766587253,-85.603203939836,ok,
"FASTSIGNS of Blaine - Ham Lake, MN","15903 Lincoln Street NE Ham Lake, MN 55304 USA",Ham Lake,MN,55304,45.25892526606,-93.238129027078,ok,
"FASTSIGNS of Bloomington, MN","720 W 94th St Bloomington, MN 55420 USA",Bloomington,MN,55420,44.833551510287,-93.288938534432,ok,
"FASTSIGNS of Burnsville, MN","3270 W County Road 42 Burnsville, MN 55337 USA",42 Burnsville,MN,55337,44.746309613683,-93.318705366993,ok,
